48.752,0.095384,0.029513,2.3562,21.803,2.5468e+08,0.076353,0.99715
46,0.3,0.1,3.576,17.62,2.1012e+08,0.080033,0.99688
47.437,0.19066,0.043803,2.8545,21.326,4.9143e+08,0.095112,0.99564
49.572,0.039105,0.00073403,4,16,1.8022e+08,0.10142,0.99562
47.62,0.17697,0.046983,3.8415,17.96,5.1757e+08,0.10035,0.99514
49.63,0.035295,0.0001,3.4322,16,1.8662e+08,0.091511,0.99592
49.107,0.070663,0.020997,3.1901,16,2.042e+08,0.090303,0.99609
48.437,0.11788,0.028343,3.793,16,3.7335e+08,0.074425,0.99724
49.06,0.073994,0.019399,4,16.605,6.6845e+08,0.10432,0.99453
