48.596,0.1156,0.0092365,2.3562,21.803,2.5468e+08,0.076353,0.99715
49.89,0.013068,0.00021151,5.5086,12.483,6.0282e+07,0.081498,0.99678
49.366,0.069657,0.0075489,5.6994,13.694,2.8963e+08,0.14466,0.98953
49.821,0.015633,0.00033841,5.7405,11.933,1.421e+08,0.078466,0.99706
48.492,0.19052,0.02772,5.4972,14.438,5.0869e+08,0.12113,0.99271
49.982,0.012438,0.00051283,4.801,12.428,1.4996e+08,0.075645,0.9972
49.197,0.074125,0.0064511,4.3627,12.502,1.8829e+08,0.1025,0.99467
48.47,0.1883,0.026814,4.8647,13.708,4.4716e+08,0.093379,0.99559
50,0.01,0.0001,3.5898,11,2.9021e+08,0.32463,0.95423
