48.282,24.482,37.7,0.0034252,0.1,0.12127,0.1097,0.0091311,2.2205e-14,2.3562,21.803,2.5467e+08,0.99715,0.98449,0.96341,0.076353,0.18677,0.33204
45.789,9.901,37.7,0.08,0.1,0.297,0.243,2,2.2205e-14,3.6489,17.426,2.5039e+08,0.99658,0.97716,0.94963,0.28667,0.64932,0.41036
47.72,22.923,37.7,0.030239,0.1,0.20436,0.20436,1.0124,2.221e-14,2.8545,21.326,4.9143e+08,0.99564,0.98951,0.9457,0.095112,0.18754,0.54708
50.251,36.269,37.7,0.0016378,0.1,0.009,0.009,0.001,0.010299,4,14.948,1.3483e+08,0.99596,0.90541,0.81385,0.094707,0.65024,0.71736
48.204,9.901,37.7,0.053945,0.1,0.17032,0.16657,2,2.2204e-14,3.8415,17.96,5.1762e+08,0.99514,0.9722,0.98579,0.10035,0.44149,0.55516
50.251,36.269,37.7,0.0025249,0.1,0.009,0.009,0.001,2.2204e-14,3.5561,14.355,1.4381e+08,0.99622,0.96468,0.92528,0.087996,0.62329,0.80013
48.376,24.879,37.7,0.016342,0.099043,0.18178,0.16305,0.001,2.2205e-14,3.7489,13.904,2.8633e+08,0.99717,0.99717,0.98855,0.074925,0.077621,0.15852
48.371,18.105,37.7,0.028924,0.079719,0.15932,0.13794,0.19384,2.2205e-14,3.9166,15.627,4.2041e+08,0.99725,0.99475,0.98519,0.073951,0.10181,0.17201
48.976,9.901,35.7,0.023773,0.1,0.069585,0.077079,2,0.19584,4,16.605,6.6845e+08,0.99453,0.95214,0.95659,0.10432,0.32027,0.29716
